date,load_kwh,pv_actual_kwh,net_load_kwh,pv_surplus_intervals,price_min,price_max,price_mean
2025-10-06,117896.13613333333,60163.02688333333,57733.10925,31,0.3294,1.3468,0.7684895833333333
2025-10-07,117357.17863333334,59585.615633333335,57771.563,30,0.341,1.3141,0.7657534722222222
2025-10-08,117391.06235000001,60912.56668333333,56478.49566666666,33,0.37,1.3239,0.7606854166666667
2025-10-09,117432.98973333334,61673.008050000004,55759.98168333334,32,0.3337,1.3793,0.7578034722222222
2025-10-10,72371.53011666668,63027.919200000004,9343.610916666667,49,0.039,1.1569,0.5595319444444444
2025-10-11,71790.96475,57684.65116666667,14106.313583333334,48,0.155,1.184,0.5845513888888889
2025-10-12,117709.38418333333,59194.4282,58514.95598333334,31,0.3076,1.3451,0.76634375
2025-10-13,117677.75383333334,60650.35853333334,57027.395300000004,30,0.3599,1.3254,0.764651388888889
2025-10-14,118032.22918333333,57258.3999,60773.82928333333,30,0.3194,1.3729,0.7730666666666667
2025-10-15,117342.48076666666,55422.457116666665,61920.023649999996,27,0.3279,1.3505,0.7760555555555555
2025-10-16,117733.27633333334,54766.80338333334,62966.472949999996,26,0.3224,1.3193,0.7822208333333333
2025-10-17,71943.17253333333,55938.973216666665,16004.199316666665,48,0.1661,1.1647,0.58880625
2025-10-18,71656.70145000001,55580.10818333333,16076.593266666669,46,0.1762,1.1522,0.5830680555555555
2025-10-19,117991.24738333334,54105.524849999994,63885.722533333326,26,0.3396,1.3441,0.7893604166666667
2025-10-20,117903.31864999999,53462.53628333333,64440.78236666667,25,0.3284,1.3294,0.7871270833333334
2025-10-21,117800.84898333333,51338.26763333334,66462.58135000001,22,0.3559,1.3281,0.79530625
2025-10-22,117671.98653333333,52117.08983333333,65554.8967,25,0.3376,1.3348,0.7929506944444444
2025-10-23,117212.01551666668,53832.51848333334,63379.49703333334,27,0.3637,1.3254,0.7813361111111111
2025-10-24,72135.51853333334,53715.46781666666,18420.05071666667,44,0.1355,1.1463,0.5963583333333333
2025-10-25,72042.787,52644.35426666667,19398.43273333333,46,0.1778,1.172,0.5985090277777778
2025-10-26,117422.34435000001,52878.032333333336,64544.31201666666,24,0.3661,1.3094,0.7873305555555556
2025-10-27,117790.56431666667,54237.98265,63552.581666666665,25,0.3474,1.3209,0.7828958333333333
2025-10-28,117514.14480000001,51541.7231,65972.42169999999,25,0.3814,1.363,0.7930666666666667
2025-10-29,117721.61451666667,48409.35771666667,69312.2568,19,0.3617,1.3399,0.8069569444444444
2025-10-30,116916.07056666666,52128.25291666667,64787.817650000005,26,0.3217,1.3188,0.7919604166666666
2025-10-31,71748.98903333333,47844.69696666667,23904.292066666665,42,0.2016,1.1689,0.617732638888889
2025-11-01,71974.20948333332,49430.171050000004,22544.038433333335,43,0.2088,1.193,0.6046034722222222
2025-11-02,117843.23631666666,49046.85238333334,68796.38393333333,19,0.3823,1.3248,0.8022444444444444
2025-11-03,117808.91503333334,48303.98475,69504.93028333333,21,0.3421,1.3314,0.8054708333333332
2025-11-04,117396.61073333333,49816.538700000005,67580.07203333333,21,0.3595,1.335,0.7975826388888889
2025-11-05,117764.40761666668,48086.38755000001,69678.02006666666,23,0.3759,1.328,0.8089555555555555
2025-11-06,117713.09413333335,46343.50958333333,71369.58455,18,0.3771,1.3718,0.8150673611111111
2025-11-07,72212.37866666667,48893.91688333333,23318.461783333332,41,0.2158,1.1963,0.6155340277777778
2025-11-08,72034.86681666666,48243.65971666667,23791.2071,44,0.242,1.2197,0.6173409722222222
2025-11-09,117877.67016666666,46530.85298333334,71346.81718333333,21,0.3516,1.3403,0.8103173611111111
2025-11-10,118420.10276666666,44561.65966666667,73858.4431,16,0.2992,1.3367,0.8189729166666667
2025-11-11,117957.86745,46398.84778333333,71559.01966666667,22,0.3475,1.3296,0.8138590277777777
2025-11-12,117416.71383333334,46460.726083333335,70955.98775,17,0.3489,1.3537,0.8123951388888888
2025-11-13,117780.10726666666,45384.23595,72395.87131666667,18,0.3456,1.3222,0.8185361111111111
2025-11-14,71737.8931,44139.43780000001,27598.4553,42,0.2419,1.1899,0.6290784722222222
2025-11-15,72466.97681666668,44255.0899,28211.886916666666,39,0.2532,1.1995,0.6287680555555555
2025-11-16,118360.27023333333,43925.725849999995,74434.54438333334,13,0.3594,1.3416,0.8205798611111111
2025-11-17,117269.71065000001,44573.95631666667,72695.75433333333,16,0.3623,1.3437,0.815854861111111
2025-11-18,117783.6865,42893.134666666665,74890.55183333333,11,0.3257,1.3419,0.8219125
2025-11-19,118179.70135,42811.38975,75368.3116,14,0.3761,1.3453,0.8290138888888889
2025-11-20,117846.45723333333,43053.381199999996,74793.07603333333,14,0.3421,1.4244,0.8211791666666667
2025-11-21,71999.1771,43134.793033333335,28864.384066666666,40,0.2524,1.1626,0.6326340277777778
2025-11-22,72549.91013333334,42330.080649999996,30219.829483333335,37,0.2376,1.1753,0.636675
2025-11-23,117782.6922,42550.595916666665,75232.09628333333,13,0.3495,1.346,0.8264944444444445
2025-11-24,117975.68781666667,43813.74411666667,74161.9437,17,0.3605,1.3475,0.8210506944444445
2025-11-25,117682.39221666666,41513.73175,76168.66046666667,10,0.3452,1.3383,0.8241243055555556
2025-11-26,117686.43673333334,40928.769850000004,76757.66688333334,10,0.2983,1.3677,0.8299340277777777
2025-11-27,117198.14165,41417.248916666664,75780.89273333333,11,0.3187,1.3841,0.8285638888888889
2025-11-28,72239.02128333334,41317.78273333333,30921.23855,36,0.2408,1.184,0.6340243055555556
2025-11-29,72156.19988333333,37226.74978333333,34929.4501,35,0.2736,1.1734,0.6504381944444444
2025-11-30,118008.83443333332,37764.006316666666,80244.82811666666,1,0.3651,1.3886,0.8395993055555555
2025-12-01,125291.39163333333,38992.4639,86298.92773333333,3,0.361,1.5873,0.9076055555555556
2025-12-02,125400.62359999999,36762.813650000004,88637.80995000001,0,0.378,1.584,0.915313888888889
2025-12-03,124622.93113333335,37460.18256666666,87162.74856666666,0,0.3713,1.584,0.9120326388888889
2025-12-04,125336.25095,38565.0422,86771.20875,1,0.3853,1.5836,0.9050854166666666
2025-12-05,78868.07108333333,37556.4434,41311.62768333333,30,0.2354,1.4106,0.7171770833333333
2025-12-06,79470.82115,35806.19033333333,43664.630816666664,30,0.3005,1.4053,0.7271965277777778
2025-12-07,125067.46291666666,37414.78166666667,87652.68125000001,1,0.3908,1.6174,0.9101083333333333
2025-12-08,124410.35393333335,36563.14281666667,87847.21111666667,0,0.3445,1.6698,0.9085152777777777
2025-12-09,124694.68108333333,37306.22681666667,87388.45426666667,1,0.3418,1.5404,0.9057770833333334
2025-12-10,124378.76451666666,35991.14605,88387.61846666667,0,0.3834,1.6143,0.9161590277777777
2025-12-11,123787.79896666667,37826.544266666664,85961.2547,0,0.33,1.5835,0.8976340277777778
2025-12-12,78661.70368333334,34947.290199999996,43714.41348333334,30,0.2681,1.456,0.7237798611111111
2025-12-13,78840.15755,35041.62416666667,43798.533383333335,27,0.3133,1.4166,0.7296965277777778
2025-12-14,124522.58584999999,35743.86405,88778.7218,0,0.3769,1.5687,0.9207375
2025-12-15,124305.22548333334,34835.66751666667,89469.55796666666,0,0.3509,1.5558,0.9144402777777777
2025-12-16,124646.94338333333,35228.85205,89418.09133333333,0,0.3715,1.5512,0.910913888888889
2025-12-17,124466.55465,36274.70758333333,88191.84706666665,0,0.3507,1.5634,0.9088097222222221
2025-12-18,124315.35926666668,36949.0923,87366.26696666666,5,0.3508,1.5699,0.9094777777777777
2025-12-19,78593.32543333333,35684.934133333336,42908.391299999996,30,0.2621,1.394,0.7250944444444445
2025-12-20,78668.52011666667,35812.16786666666,42856.35225,28,0.2632,1.3841,0.7189708333333333
2025-12-21,124376.44096666668,35338.6591,89037.78186666667,0,0.3905,1.5659,0.9100763888888888
2025-12-22,124718.45381666668,35781.02673333333,88937.42708333333,0,0.3709,1.5876,0.9192854166666667
2025-12-23,123956.65456666668,36698.562033333335,87258.09253333333,0,0.3848,1.5836,0.9126888888888889
2025-12-24,123954.37128333334,36099.81196666667,87854.55931666667,0,0.3591,1.547,0.9082652777777778
2025-12-25,123789.8579,35977.40936666667,87812.44853333333,0,0.2502,1.6252,0.9102520833333334
2025-12-26,78270.30765,35262.685216666665,43007.62243333333,29,0.278,1.4434,0.7237750000000001
2025-12-27,78409.18393333333,35070.374866666665,43338.80906666667,29,0.2681,1.4076,0.7212277777777777
2025-12-28,123511.26974999999,36702.015,86809.25475000001,0,0.3477,1.5651,0.9058916666666667
2025-12-29,123677.30638333333,36153.54011666666,87523.76626666666,0,0.3684,1.5396,0.90653125
2025-12-30,123526.50905,37302.10645,86224.4026,2,0.3684,1.5554,0.9004583333333334
2025-12-31,123791.70508333332,35145.28215,88646.42293333334,0,0.3518,1.5632,0.9102437499999999
